name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
uncultured bacterium Contig788	1393614	species	2146	307	0	0
uncultured bacterium Contig806	1393615	species	2099	286	0	0
uncultured bacterium Contig811	1393616	species	2208	144	0	0
uncultured bacterium Contig826	1393617	species	2127	23	0	0
uncultured bacterium Contig851	1393619	species	2222	246	0	0
uncultured bacterium Contig854	1393620	species	2071	405	0	0
uncultured bacterium Contig871	1393622	species	2027	374	0	0
uncultured bacterium Contig876	1393623	species	2076	157	0	0
uncultured bacterium Contig879	1393624	species	2543	97	0	0
uncultured bacterium Contig88	1393625	species	2075	89	0	0
uncultured bacterium Contig896	1393626	species	2254	667	0	0
uncultured bacterium Contig900	1393629	species	3837	664	0	0
uncultured bacterium Contig927	1393630	species	2016	394	0	0
uncultured bacterium Contig931	1393631	species	3432	782	0	0
uncultured bacterium Contig939	1393632	species	3505	481	0	0
uncultured bacterium Contig941	1393633	species	3633	972	0	0
uncultured bacterium Contig958	1393635	species	3498	798	0	0
uncultured bacterium Contig965	1393636	species	2044	170	0	0
uncultured bacterium Contig978	1393637	species	2727	179	0	0
uncultured bacterium Contig982	1393638	species	2168	392	0	0
uncultured bacterium Contig991	1393640	species	2050	255	0	0
uncultured bacterium Contig992	1393641	species	4601	421	0	0
uncultured bacterium Contig993	1393642	species	3592	635	3	0
uncultured bacterium Contigcl_138	1393645	species	12621	1367	0	0
uncultured bacterium Contigcl_1559	1393653	species	31216	4133	0	0.000229831
uncultured bacterium Contigcl_32	1393671	species	11044	13	0	1.6457e-06
uncultured bacterium Contigcl_48	1393674	species	19990	167	0	0
uncultured bacterium Contigcl_8	1393678	species	30434	1	1	0.0
Trochamminidae sp. 10089	1395565	species	7018	1	0	0.0
Burkholderia cepacia JBK9	1395570	leaf	8481212	3	1	0.0
Trochamminidae sp. 10093	1395600	species	2048	2	0	0.0
Celeribacter marinus	1397108	species	3098064	1	1	0.0
Sporothrix schenckii 1099-18	1397361	leaf	15671107	2	2	0.0
Bacillus sp. S6(2013b)	1398720	species	1449	1	1	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	4	1	0.0
bacterium endosymbiont of Onthophagus Taurus	1399952	species	386578	1	0	0
Pseudomonas aeruginosa VRFPA04	1400868	leaf	6818030	9019	913	2.19637e-07
Ornithobacterium rhinotracheale ORT-UMN 88	1401325	leaf	2397867	7	0	0.0
Escherichia coli APEC O18	1401688	leaf	5006568	66	27	8.19104e-10
Cloning vector pFM141	1403156	species	8180	56	0	1.11437e-176
Cloning vector pFM45	1403157	species	3714	1	0	0.0
Cloning vector pJAC90	1403158	species	8851	56	0	0
Cloning vector pJAC91	1403159	species	7616	56	0	1.38939e-05
Bacillus subtilis subsp. subtilis str. OH 131.1	1404258	leaf	4039155	101	0	0
Salmonella enterica subsp. enterica serovar Agona str. 24249	1406860	leaf	4762840	79	0	4.40575e-131
Staphylococcus aureus subsp. aureus Z172	1406863	leaf	3015292	179	143	8.16085e-09
Clostridium botulinum B str. Osaka05	1407017	leaf	398053	1	0	0.0
Pseudomonas aeruginosa PA38182	1407059	leaf	7586152	4243	2661	1.71897e-07
Staphylococcus sciuri subsp. carnaticus GVGS2	1407065	leaf	62171	45	0	3.24913e-44
Halobacterium hubeiense	1407499	species	3130345	1	1	0.0
Valenzuela sp. KY392	1407775	species	2853	1	1	0.0
Rasamsonia emersonii CBS 393.64	1408163	leaf	14411278	1	1	0.0
Escherichia coli H89	1408253	leaf	111741	3063	651	3.93797e-05
Pseudomonas aeruginosa LES400	1408271	leaf	6591121	450	0	3.06954e-74
Pseudomonas aeruginosa LES431	1408272	leaf	6550070	442	0	2.70303e-08
Pseudomonas aeruginosa LESB65	1408273	leaf	6527005	14	2	3.14146e-10
Pseudomonas aeruginosa LESlike1	1408274	leaf	6509070	13	1	3.15012e-10
Pseudomonas aeruginosa LESlike4	1408275	leaf	6524053	18	0	0
Pseudomonas aeruginosa LESlike5	1408276	leaf	6543350	15	2	3.13362e-10
Pseudomonas aeruginosa LESlike7	1408277	leaf	6467914	77	76	8.55944e-09
Clostridium botulinum CDC_1436	1408283	leaf	4365669	3	0	0.0
Clostridium botulinum Prevot_594	1408284	leaf	4334551	6	0	0.0
Clostridium botulinum CDC_297	1408285	leaf	3892029	2	0	0.0
Pneumocystis jirovecii RU7	1408657	leaf	5360400	2	2	0.0
Phage integrase vector pIPI03	1408814	species	7242	112	0	0
Staphylococcus aureus KINW6061	1409735	leaf	523	1342	0	0.0134228
Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588	1410916	leaf	4768236	1455	80	0
Pseudomonas aeruginosa DHS01	1411700	leaf	7055752	7894	623	9.70324e-09
Celeribacter manganoxidans	1411902	species	3959634	3	3	0.0
Xuhuaishuia manganoxidans	1411903	species	3454881	4	4	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19992322	1412452	leaf	4685849	1	1	4.37584e-10
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090698	1412454	leaf	4680996	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101	1412457	leaf	4654156	3	0	0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090135	1412460	leaf	4686535	7	2	2.1876e-09
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008	1412470	leaf	4711924	1	1	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19980677	1412472	leaf	4685849	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094521	1412484	leaf	4685836	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981522	1412485	leaf	4685848	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19971331	1412496	leaf	4685849	1	1	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19994216	1412499	leaf	4685847	44	0	0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19940857	1412501	leaf	4707072	1	0	0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA19982831	1412502	leaf	4685775	58	0	0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093784	1412509	leaf	4685844	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093430	1412512	leaf	4685905	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093421	1412514	leaf	4685836	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121825	1412526	leaf	4685838	1	1	4.37585e-10
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200	1412529	leaf	4685848	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120548	1412543	leaf	4685901	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121765	1412555	leaf	4685848	17	1	4.37608e-10
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121748	1412560	leaf	4685847	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121747	1412562	leaf	4685731	43	1	9.19868e-54
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120994	1412569	leaf	4686395	2	1	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916	1412570	leaf	4807994	2	1	0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121990	1412578	leaf	4685848	58	56	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121986	1412580	leaf	4685785	1	0	0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100100	1412586	leaf	4685841	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130348	1412591	leaf	4685849	3	0	2.98134e-44
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100088	1412598	leaf	4685845	2	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120051	1412601	leaf	4685846	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120581	1412604	leaf	4685843	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120687	1412608	leaf	4685832	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120917	1412613	leaf	4685847	1	0	0.0
Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120929	1412618	leaf	4685736	22	22	0.0
Escherichia coli FAP1	1412834	leaf	5254632	284	68	9.9779e-09
Bacillus amyloliquefaciens CC178	1412898	leaf	3916828	8	0	0
Nocardia nova SH22a	1415166	leaf	8348532	13	4	0.0
Marinobacter sp. LV10R510-11A	1415568	species	4437868	16	10	0.0
Pseudomonas aeruginosa MTB-1	1415629	leaf	6580038	7168	1930	0
Pseudomonas sp. TKP	1415630	species	7012672	8	0	0.0
Clostridium baratii str. Sullivan	1415775	leaf	3338630	1	1	0.0
Oceanisphaera profunda	1416627	species	3510881	1	1	0.0
Bordetella genomosp. 9	1416803	species	9085847	10	0	0
Bordetella genomosp. 8	1416806	species	6168912	6	3	0.0
Pandoraea pnomenusa 3kgm	1416914	leaf	5429298	17	0	0.0
Pseudochloris wilhelmii	1418016	species	119867	1	0	0.0
Rhizobium gallicum bv. gallicum R602	1418105	leaf	7311190	1	1	0.0
Hirudovirus strain Sangsue	1420594	species	1199756	1	1	0.0
Marinobacter similis	1420916	species	3981178	1	0	4.91306e-57
Enterobacter asburiae L1	1421338	leaf	4561905	37	20	0
Emiliania huxleyi virus 156	1421422	species	400341	2	0	0.0
Emiliania huxleyi virus 18	1421424	species	400762	2	0	0.0
Pseudomonas granadensis	1421430	species	6019481	44	2	0.0
Bacillus velezensis SQR9	1423138	leaf	4117023	2	0	0
Lactobacillus alimentarius DSM 20249	1423720	leaf	2401923	166	13	2.56113e-08
Lactobacillus oligofermentans DSM 15707 = LMG 22743	1423778	leaf	1847999	66	0	0
Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	1423822	leaf	3142570	147	3	1.95909e-09
Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	1423823	leaf	1953716	9	0	0
Geosporobacter ferrireducens	1424294	species	5823766	11	11	0.0
Bacillus sp. I(2013)	1424435	species	1030	1	0	0
mixed culture bacterium SIS_AL_2	1424458	species	723	141	0	0
Cloning vector pLG107	1424472	species	12877	1	0	0
Cloning vector pPS2305	1424473	species	4381	1	0	0.0
Pseudomonas aeruginosa SCV20265	1427342	leaf	6725183	5910	1502	4.67737e-07
Dickeya zeae EC1	1427366	leaf	4532364	2	0	0.0
Clostridium beijerinckii NRRL B-598	1428454	leaf	6186879	1	0	0.0
Paenibacillus polymyxa CR1	1429244	leaf	6019882	2	0	0.0
Magnetospirillum gryphiswaldense MSR-1 v2	1430440	leaf	4365796	2	1	0.0
Corynebacterium aquilae DSM 44791	1431546	leaf	2926859	3	0	0.0
Francisella tularensis subsp. holarctica PHIT-FT049	1432652	leaf	1881193	1	1	0.0
Methylocaldum marinum	1432792	species	6094511	1	1	0.0
Mucinivorans hirudinis	1433126	species	3153584	1	1	0.0
Vibrio cholerae O1 str. KW3	1433144	leaf	4089020	2	0	0.0
Pseudomonas salegens	1434072	species	3800602	23	23	0.0
Methanosarcina barkeri 3	1434107	leaf	4560446	1	0	0.0
Methanosarcina horonobensis HB-1 = JCM 15518	1434110	leaf	5020039	3	2	0.0
Methanosarcina siciliae HI350	1434119	leaf	4941115	4	3	0.0
Streptomyces albulus ZPM	1434306	leaf	9784577	12	8	0.0
Bacillus amyloliquefaciens UMAF6614	1434324	leaf	4005145	1	0	0
Pseudomonas monteilii SB3078	1435044	leaf	6000087	181	0	0.0
Shigella flexneri G1663	1435046	leaf	4817311	59	41	0
Pseudomonas monteilii SB3101	1435058	leaf	5945120	181	0	0.0
Cloning vector pPolyREP	1435202	species	7403	1	1	0.0
Rhodococcus pyridinivorans SB3094	1435356	leaf	5590512	1	0	0.0
Burkholderia pseudomallei TSV 48	1435365	leaf	7337621	52	3	0.0
Escherichia coli KLY	1435461	leaf	4718545	1	0	0
Ulnaria acus	1436140	species	177046	6	0	0.0
Bradyrhizobium erythrophlei	1437360	species	25819517	2	2	0.0
Streptomyces leeuwenhoekii	1437453	species	8134673	2	0	0.0
Bifidobacterium actinocoloniiforme DSM 22766	1437605	leaf	1834730	1	1	0.0
Proteus sp. BAB-3430	1437758	species	1304	1	0	0
Salinicoccus sp. BAB 3246	1437774	species	714445	1	1	0.0
Xenorhabdus nematophila AN6/1	1437823	leaf	4586662	3	0	0.0
Castellaniella defragrans 65Phen	1437824	leaf	3952818	1389	1335	1.39483e-07
Xanthomonas citri pv. anacardii CFBP 2913	1437881	leaf	5209932	90	21	0.0
Escherichia albertii KF1	1440052	leaf	4701875	2231	2	0
Luteibacter rhizovicinus DSM 16549	1440763	leaf	4765486	1	1	0.0
Bacillus gobiensis	1441095	species	4600571	4	1	4.45713e-10
Nitrospirillum amazonense CBAmc	1441467	leaf	7383861	4	1	0.0
Talaromyces atroroseus	1441469	species	15088411	2	0	0.0
Escherichia coli str. Sanji	1441627	leaf	5428586	46	0	4.43336e-31
Pseudomonas cichorii JBC1	1441629	leaf	5986012	35	26	0.0
Chryseomicrobium aureum	1441723	species	3500	2	2	0.0
Chania multitudinisentens RB-25	1441930	leaf	5489794	3	0	0
Cladophialophora bantiana CBS 173.52	1442370	leaf	18250891	3	3	0.0
Yersinia enterocolitica LC20	1443113	leaf	4850874	1	1	0.0
Staphylococcus sp. ChDC B590	1444731	species	1475	1	0	0.0
Streptococcus sp. ChDC B377	1444738	species	1484	1	0	0
Colletotrichum fioriniae PJ7	1445577	leaf	20491369	1	0	0.0
Hymenobacter swuensis	1446467	species	3512	1	0	0.0
Lactobacillus paracasei N1115	1446494	leaf	3064279	242	37	0
Escherichia coli O169:H41	1446701	leaf	10524531	1178	91	1.57477e-08
Escherichia coli O25:NM	1446707	leaf	5042926	271	33	9.39379e-10
Escherichia coli O6:H16	1446746	leaf	20278002	690	157	2.1421e-09
Bacillus sp. Pc3	1446792	species	3983641	11	0	0
Bifidobacterium pseudolongum PV8-2	1447715	leaf	2032698	200	0	0
Aeromonas hydrophila YL17	1448139	leaf	4796281	4	0	0.0
Pseudomonas aeruginosa YL84	1448140	leaf	6433441	6634	1018	2.9323e-07
Bacillus velezensis TrigoCor1448	1449088	leaf	3957904	176	0	3.31514e-21
Pseudomonas phage vB_PaeP_Tr60_Ab31	1449437	species	45550	153	70	6.09431e-07
Staphylococcus epidermidis PM221	1449752	leaf	2597508	11	1	0.0
Kutzneria albida DSM 43870	1449976	leaf	9874926	5	5	0.0
Pseudomonas phage phi2	1450169	species	41871	11	1	2.70408e-25
Lactobacillus gorillae	1450649	species	6319	3	0	0.0
Pithovirus sibericum	1450746	species	610033	1	1	0.0
Aneurinibacillus sp. XH2	1450761	species	3666226	22	0	0
Bacillus megaterium Q3	1452722	leaf	5229799	5	5	0.0
Bacillus thuringiensis HD1002	1452729	leaf	6572702	1	0	0.0
Yersinia aldovae 670-83	1453495	leaf	4471090	1	1	0.0
Hafnia alvei FB1	1453496	leaf	4712721	5	0	0.0
Bacillus subtilis HJ5	1453990	leaf	4012933	23	0	0
Nonlabens marinus S1-08	1454201	leaf	2918908	1	1	0.0
Yersinia frederiksenii Y225	1454377	leaf	4550894	7	4	0.0
Bacillus cereus D17	1454382	leaf	5590358	1	0	0.0
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783	1454583	leaf	4804699	58	12	1.70704e-09
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	1454584	leaf	4980540	84	4	8.23499e-10
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735	1454585	leaf	4844415	347	9	0
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676	1454587	leaf	4676958	1	1	4.38416e-10
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677	1454588	leaf	4843423	2	1	4.23348e-10
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728	1454589	leaf	4783492	29	0	0.0
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1175	1454590	leaf	4741876	1	1	0.0
Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532	1454592	leaf	4667713	12	0	0
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765	1454593	leaf	4958733	95	1	0
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766	1454594	leaf	4751034	79	71	2.54637e-08
Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781	1454596	leaf	4721136	3	0	0.0
Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903	1454603	leaf	4565462	270	4	0
Salmonella enterica subsp. enterica serovar Montevideo str. CDC 86-0391	1454606	leaf	4488371	267	14	0
Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927	1454620	leaf	4695590	171	1	0
Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159	1454627	leaf	4910139	1508	114	5.03552e-09
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880	1454634	leaf	4815208	117	39	1.27769e-09
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896	1454636	leaf	5003736	80	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898	1454638	leaf	5010079	35	29	1.22779e-09
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	1454639	leaf	4954198	58	8	3.72548e-09
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587	1454641	leaf	5225095	42	0	0
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870	1454642	leaf	4769471	58	0	0
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702	1454643	leaf	5000337	1	1	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640	1454644	leaf	5027726	37	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810	1454647	leaf	5067663	317	149	0
Pasteurella multocida subsp. multocida PMTB2.1	1455592	leaf	2315138	1	1	0.0
Listeria monocytogenes WSLC1001	1457187	leaf	2951235	8	8	0.0
Listeria monocytogenes WSLC1042	1457188	leaf	2942168	97	97	4.18174e-09
Listeria ivanovii WSLC3009	1457190	leaf	2919538	78	0	7.04521e-10
Pseudomonas aeruginosa PA96	1457392	leaf	6945868	6450	1475	0
uncultured soil microorganism	1457551	species	109327	10	7	0.0
uncultured marine group II/III euryarchaeote AD1000_20_C05	1457735	species	36092	3	3	0.0
uncultured marine group II/III euryarchaeote KM3_177_C07	1457939	species	40941	1	0	0.0
uncultured marine group II/III euryarchaeote KM3_191_F05	1457962	species	38457	1	0	0.0
Bacillus velezensis NJN-6	1458206	leaf	4052546	3	0	0.0
Comamonadaceae bacterium A1	1458425	species	2574013	2	0	0.0
Comamonadaceae bacterium B1	1458426	species	2623236	1	0	0.0
Megasphaera elsdenii 14-14	1458465	leaf	2504349	3	0	0.0
Listeria phage LP-030-3	1458852	species	41156	4424	56	0
Listeria phage LP-101	1458856	species	43767	1	0	1.17662e-87
Moorea producens PAL-8-15-08-1	1458985	leaf	9708656	2	1	0.0
Paenibacillus sp. 3396O2	1459555	species	1280	1	0	0.0
Mycobacterium chelonae CCUG 47445	1460372	leaf	5029817	6	0	0.0
Pseudomonas saudimassiliensis	1461581	species	3345711	24	20	0.0
Lysinibacillus saudimassiliensis	1461583	species	2593279	1	1	0.0
Bacillus sp. Mrinalini_4	1462443	species	824	1	0	0.0
Klebsiella quasipneumoniae	1463165	species	20804063	49	0	0
Oceanobacillus massiliensis	1465765	species	1471	1	0	0
Actinoalloteichus hoggarensis	1470176	species	6608098	1	1	0.0
Cloning vector pETM-14_DnaA_wt	1471066	species	6744	29	0	3.76464e-38
uncultured bacterium DCM006Kan08	1471941	species	1494	131	0	0
uncultured bacterium DCM006Kan09	1471942	species	26157	3017	0	0
uncultured bacterium DCM009Cm02	1471978	species	1198	48	0	0
Lentibacillus amyloliquefaciens	1472767	species	3862338	3	2	0.0
Staphylococcus sp. 2d	1473279	species	1506	1	1	0
Methylobacterium sp. C1	1479019	species	6460430	1	0	0.0
Pseudomonas phage JD024	1481224	species	37380	1	0	5.30715e-54
Hartmannibacter diazotrophicus	1482074	species	5452614	1	1	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	88	9	0
Pantoea sp. PSNIH1	1484158	species	4410683	13	0	0.0
Rhodoferax saidenbachensis	1484693	species	4271348	1	0	0.0
Lacinutrix venerupis	1486034	species	3196596	3	3	0.0
Enterococcus phage EFC-1	1486428	species	40286	83	39	0.0
bacterium E2-130	1488601	species	1297	1	0	0
Anoxybacillus sp. B2M1	1490052	species	3820727	39	0	0
Anoxybacillus sp. B7M1	1490057	species	3870543	39	0	0
Bacillus sp. KT74	1491665	species	1429	1	0	0
bacterium 57	1492155	species	1144	1	0	0.0
Flavobacterium gilvum	1492737	species	4405436	2	0	0.0
Bacillus sp. BAB-4129	1494052	species	1518	1	0	0.0
Cloning vector pMRI-28	1495073	species	4660	10	0	0
Cloning vector pMRI-29	1495074	species	3876	5	0	0
Cloning vector pMRI-31	1495075	species	4793	2	0	1.98354e-07
Cloning vector pMRI-34	1495077	species	4704	7	0	0
Cloning vector pMRI-35	1495078	species	5028	2	0	0.0
Cloning vector pMRI-36	1495079	species	5655	19	0	0
Cloning vector pMRI-37	1495080	species	4871	14	0	0
Pseudomonas sp. WCS374	1495331	species	6085054	2	0	0.0
Amphibacillus sp. WN-NM-RA2	1496074	species	1166	1	0	0.0
Bacillus subtilis subsp. globigii	1496303	subspecies	4179806	49	4	0
Bacillus sp. 69CAL	1496826	species	1502	1	1	0
Klebsiella sp. D5050	1497792	species	38081	1	0	0.0
Enterococcus phage ECP3	1498168	species	145518	1	0	0.0
Shigella phage POCJ13	1498227	leaf	62699	1	0	5.72581e-73
Aphelidea	1498967	class	0	5	0	0.0
Chromobacteriaceae	1499392	family	0	7	0	0.0
bacterium EM-2014-200	1499930	species	1353	1	1	0.0
Escherichia marmotae	1499973	species	4906464	2294	280	5.29201e-09
Aneurinibacillus soli	1500254	species	4118235	1	0	0.0
uncultured bacterium 182_11_B22	1500398	species	40014	2	0	0
uncultured bacterium 183_01_D18	1500407	species	34695	14	1	0.0
Pseudomonas sp. Os17	1500686	species	6885464	6	0	0.0
Pseudomonas sp. St29	1500687	species	6833117	12	0	0.0
Campylobacter sp. RM16704	1500960	species	1557536	1	1	0.0
Prochlorococcus sp. MIT 0801	1501269	species	1929203	1	0	0.0
Burkholderia territorii	1503055	species	6910881	6	0	0.0
Citrobacter sp. NCCP-842	1503918	species	1372	1	0	0.0
Rhizodiscina lignyota	1504668	species	11003	16	0	0
Rhizodiscina	1504669	genus	0	1	0	0.0
Halomonas sp. KO116	1504981	species	5168360	1	1	0.0
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	species	773940	1	0	0.0
Puccinia cf. psidii AE-2014	1505670	species	1049101	9	9	0.0
Integration vector pCFP_Star	1506527	species	7255	1	0	0.0
Integration vector pGFP_Star	1506528	species	7380	1	0	0.0
Integration vector pYFP_Star	1506529	species	7410	1	0	0.0
Jeotgalibacillus malaysiensis	1508404	species	4121055	3	3	0.0
Escherichia coli O157 typing phage 13	1508675	species	162417	1	0	0.0
Aspergillus nomius NRRL 13137	1509407	leaf	18406757	2	1	0.0
Enterobacter sp. IAC/BECa-029	1511759	species	1438	1	1	0.0
Pseudoalteromonas sp. NC201	1514074	species	5379703	5	0	0.0
Neocatenulostroma	1515428	genus	0	1	0	0.0
Mycobacterium stephanolepidis	1520670	species	4998788	1	1	0.0
Actinomyces succiniciruminis	1522002	species	3340948	4	0	0.0
Pseudomonas sp. EGD-AKN5	1524461	species	110347	67	0	0
Enterobacteria phage Sf101	1524881	species	38742	1	0	0.0
Lacimicrobium alkaliphilum	1526571	species	4381833	1	1	0.0
Burkholderia sp. AD24	1528693	species	8239547	11	1	0.0
Vibrio phage ICP2_2011_A	1529057	leaf	50250	1	0	0.0
Bacillus sp. 68	1529127	species	1018	1	0	0
Pseudomonas sp. C40	1529210	species	913	11	0	0
Pseudomonas sp. C67	1529213	species	609	11	0	0
Bacillus atrophaeus subsp. globigii	1529886	subspecies	4178061	30	0	0
Pandanus temehaniensis	1530035	species	1689	4	2	0.0
Expression vector pBAD-MpusPHY1	1530264	species	7368	15	0	1.60094e-28
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	2	2	0.0
Broad host range vector vector pCVD010	1531868	species	3283	6	0	2.44037e-181
Broad host range vector vector pCVD011	1531869	species	3283	6	0	2.44037e-181
Pseudomonas sp. DR 5-09	1534110	species	6429324	42	12	0.0
Triparma laevis	1534972	species	158552	1	1	0.0
Escherichia sp. ESBL221B15_13_2E	1535104	species	2967	50	0	0
Resultomonadaceae	1535299	family	0	1	0	0.0
Pseudomonas phage H70	1536596	species	37359	46	0	2.29169e-66
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	1	0	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	1	0	0.0
Bacterioplanes	1537406	genus	0	1	0	0.0
Argiope aurocincta	1538114	species	1207	2	0	0.0
Methylomonas denitrificans	1538553	species	5172098	1	0	0.0
Treponema sp. OMZ 838	1539298	species	2714132	3	2	0.0
Pseudomonas phage JBD68	1542116	species	39841	1404	187	0
Francisella sp. CA97-1460	1542390	species	1861609	1	0	0.0
Lelliottia sp. GL2	1542666	species	9635	1	0	0.0
Sedimenticola thiotaurini	1543721	species	3966667	1	0	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	10	7	0.0
Vagococcus sp. A59	1545791	species	270	1	1	0.0
S. aureus-E. coli shuttle vector pBUS1-Pcap-HC	1545807	species	5595	773	3	0
Diaphorobacter polyhydroxybutyrativorans	1546149	species	4065568	474	356	1.28064e-09
Bacillus weihaiensis	1547283	species	4362773	3	1	0.0
Francisella sp. FSC1006	1547445	species	2015987	6	6	0.0
Pseudomonas phage PAN70	1548421	species	39673	816	57	0
Woeseia oceani	1548547	species	4062843	1	1	0.0
Pseudomonas phage vB_PaeM_PAO1_Ab03	1548901	leaf	86246	60	0	0.0
Pseudomonas phage vB_PaeM_PAO1_Ab17	1548904	leaf	83598	60	0	0.0
Pseudomonas phage vB_PaeM_PAO1_Ab04	1548909	leaf	86668	60	0	0.0
Pseudomonas phage vB_PaeM_PAO1_Ab11	1548911	leaf	85783	3	0	0.0
Thermoanaerobacterium sp. RBIITD	1550240	species	3403093	3	2	0.0
Blastomonas fulva	1550728	species	4130028	9	6	0.0
Pseudomonas sp. 4N	1552755	species	1411	1	0	0.0
Enterobacter sp. E20	1560339	species	4763114	8	1	0
Sphingomonas panacis	1560345	species	5325757	1	1	0.0
bacterium 2013Arg42i	1561003	species	2149384	4	4	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	1	0	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	18	15	4.22304e-10
Cloning vector pUMRI-10	1563405	species	5948	2	0	0
Cloning vector pUMRI-11	1563406	species	5859	7	0	0
Cloning vector pUMRI-12	1563407	species	6866	20	0	0
Cloning vector pUMRI-13	1563408	species	5901	3	0	0
Cloning vector pMRI-40	1563409	species	5057	7	0	0
Enterococcus phage MSF1	1564251	species	6155	450	140	0
Rhodovulum sp. P5	1564506	species	4474736	4	4	0.0
Carnobacterium sp. CP1	1564681	species	2614401	27	0	0
Load driver vector pLDBUF	1565116	species	16788	2	0	8.51139e-126
Load driver vector pLDBUFL	1565117	species	21369	27	0	0
Load driver vector pLDUNB	1565118	species	12242	8	0	1.11363e-06
Pseudomonas sp. BAB-4334	1565721	species	706	1	0	0.0
